Brand Name,Series,Item model number,Operating System,Item Weight,Product Dimensions,Item Dimensions  L x W x H,Color,Processor Brand,Processor Count,Computer Memory Type,Hard Drive Rotational Speed,Optical Drive Type,Power Source,Batteries,Screen Size,Max Screen Resolution,Graphics Coprocessor,Chipset Brand,Card Description,Wireless Type,Number of USB 2.0 Ports,Number of USB 3.0 Ports,laptop_link,Hardware Platform,Flash Memory Size,Screen Resolution,Graphics Card Ram Size,Memory Speed,Average Battery Life (in hours),Package Dimensions,Rear Webcam Resolution,Voltage,Manufacturer,ASIN,Date First Available,National Stock Number
HP,Business Laptop,HP,Windows 10,5.4 pounds,12.8 x 9.2 x 0.7 inches,12.8 x 9.2 x 0.7 inches,Black,Intel,4,DDR4 SDRAM,,No Optical Drive,AC & Battery,1 Lithium Metal batteries required.,17.3 inches,1600 x 900,Intel UHD Graphics 620,Intel,Integrated,802.11bgn,,1,https://www.amazon.com/HP-Flagship-Business-Processor-Bluetooth/dp/B07R188RY1/ref=sr_1_116?dchild=1&keywords=laptops&qid=1592921607&sr=8-116,PC,16,1600 x 900,2 MB,3.9 GHz,9 hours,,1.2 	MP	,,,,,
Lenovo,"ChromeBook Flex 5 13""",82B80006UX,Chrome OS,2.97 pounds,12.2 x 8.43 x 0.67 inches,12.2 x 8.43 x 0.67 inches,Graphite Grey,Intel,1,DDR4 SDRAM,7200 RPM,None,Battery Powered,1 Lithium Polymer batteries required. (included),13.3 inches,1920 x 1080 pixels,Intel Integrated Graphics,Intel,Integrated,802.11ax,,1,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg7_1?ie=UTF8&adId=A0222120CE6KVIPXXDFK&url=%2FLenovo-Chromebook-i3-10110U-Integrated-82B80006UX%2Fdp%2FB086383HC7%2Fref%3Dsr_1_117_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921607%26sr%3D8-117-spons%26psc%3D1&qualifier=1592921607&id=7513256046152651&widgetName=sp_btf,Chrome,64,,,,10 hours,,,,,,,
ASUS,C423NA,,Chrome OS,2.6 pounds,,,Silver,Intel,2,DDR4 SDRAM,,,AC & Battery,,14 inches,,,Intel,,802.11ac,2,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg7_2?ie=UTF8&adId=A05231232HF8M1VY6S7KN&url=%2FASUS-Chromebook-Display-Processor-Included%2Fdp%2FB07VC61685%2Fref%3Dsr_1_118_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921607%26sr%3D8-118-spons%26psc%3D1&qualifier=1592921607&id=7513256046152651&widgetName=sp_btf,PC,,,,,,19.5 x 12 x 3 inches,,,,,,
Lenovo,"IdeaPad 3 14""",81W0003QUS,Windows 10,3.3 pounds,12.88 x 9.49 x 0.78 inches,12.88 x 9.49 x 0.78 inches,Abyss Blye,AMD,1,DDR4 SDRAM,7200 RPM,None,Battery Powered,1 Lithium Polymer batteries required. (included),14 inches,1920 x 1080 pixels,AMD Integrated Graphics,AMD,Integrated,802.11ac,1,2,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg8_1?ie=UTF8&adId=A04052102LURNB4D4RAI6&url=%2FLenovo-IdeaPad-Processor-Graphics-81W0003QUS%2Fdp%2FB0862269YP%2Fref%3Dsr_1_113_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921609%26sr%3D8-113-spons%26psc%3D1&qualifier=1592921608&id=8943885491620082&widgetName=sp_atf_next,,,,,,,,,,,,,
Acer,CB3-431,NX.GC2AA.007-cr,Chrome OS,3.42 pounds,13.43 x 9.31 x 0.67 inches,13.43 x 9.31 x 0.67 inches,Sparkly Silver,Intel,4,Unknown,,,,1 Lithium Metal batteries required.,14 inches,1920 x 1080 pixels,Intel HD Graphics,Intel,Integrated,802.11a/b/g/n/ac,1,2,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg8_2?ie=UTF8&adId=A02455552PBR5CJHHST9N&url=%2FAcer-Chromebook-Aluminum-Quad-Core-CB3-431-C5FM%2Fdp%2FB07CTVDG1Q%2Fref%3Dsr_1_114_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921609%26sr%3D8-114-spons%26psc%3D1&qualifier=1592921608&id=8943885491620082&widgetName=sp_atf_next,Unknown,32 GB,,,2.24 GHz,12 hours,,,,,,,
HP,HP-15-dw2037wm,15-dw2037wm,Windows 10,3.9 pounds,14.11 x 9.35 x 0.78 inches,14.11 x 9.35 x 0.78 inches,Silver,1.2 GHz Intel Core i3,2,DDR4 SDRAM,5400 RPM,,Battery Powered,,15.6 inches,1080 lines_per_inch,Intel® UHD Graphics,,,802.11b,,,https://www.amazon.com/HP-Premium-Dual-Core-i3-1005G1-Windows/dp/B0885RR19L/ref=sr_1_115?dchild=1&keywords=laptops&qid=1592921609&sr=8-115,PC,,,,3.4 GHz,,,,,,,,
Dell,Dell Inspiron,I3567-3970BLK-PUS,Windows 10,1 pounds,9.1 x 9.1 x 9.1 inches,9.1 x 9.1 x 9.1 inches,,Intel,2,DDR4 SDRAM,12 RPM,BD-R,Battery Powered,1 Lithium Metal batteries required. (included),15.6 inches,,,Intel,Dedicated,802.11b/g,3,2,https://www.amazon.com/Dell-Inspiron-Touch-Screen-Laptop/dp/B07KVFTVHX/ref=sr_1_116?dchild=1&keywords=laptops&qid=1592921609&sr=8-116,PC,128,1366x768,,,,,,,,,,
HP,Business Laptop,HP,Windows 10,5.4 pounds,12.8 x 9.2 x 0.7 inches,12.8 x 9.2 x 0.7 inches,Black,Intel,4,DDR4 SDRAM,,No Optical Drive,AC & Battery,1 Lithium Metal batteries required.,17.3 inches,1600 x 900,Intel UHD Graphics 620,Intel,Integrated,802.11bgn,,1,https://www.amazon.com/HP-Flagship-Business-Processor-Bluetooth/dp/B07R188RY1/ref=sr_1_117?dchild=1&keywords=laptops&qid=1592921609&sr=8-117,PC,16,1600 x 900,2 MB,3.9 GHz,9 hours,,1.2 	MP	,,,,,
HP,HP,HP 14,Windows 10 S,4.34 pounds,13.76 x 8.86 x 0.71 inches,13.76 x 8.86 x 0.71 inches,,Intel,4,DDR4 SDRAM,,,AC & Battery,1 Lithium ion batteries required. (included),14 inches,1920x1080,Intel Iris Plus Graphics,Intel,,802.11ac,,,https://www.amazon.com/HP-14-WLED-Backlit-Quad-Core-i5-1035G4/dp/B081JVHH3K/ref=sr_1_118?dchild=1&keywords=laptops&qid=1592921609&sr=8-118,PC,128 GB,1920x1080,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,https://www.amazon.com/Laptops-The-Conversation-Killer/dp/B076QGNR9N/ref=sr_1_119?dchild=1&keywords=laptops&qid=1592921609&sr=8-119,,,,,,,,,,,,,
HP,HP,HP,Windows 10 S,3.17 pounds,13 x 8.9 x 0.7 inches,13 x 8.9 x 0.7 inches,Black,Intel,2,DDR4 SDRAM,,,Battery Powered,,14 inches,1366 x 768,Intel UHD Graphics 600,Intel,,802.11a,,,https://www.amazon.com/HP-Celeron-Windows-Personal-Included/dp/B088DHB29Z/ref=sr_1_120?dchild=1&keywords=laptops&qid=1592921609&sr=8-120,PC,,1366 x 768,,2.6 GHz,9 hours,,,,,,,
Dell,Dell Inspiron,I3567-3276BLK-PUS,Windows 10,1 pounds,22.4 x 14.1 x 2.8 inches,22.4 x 14.1 x 2.8 inches,Black,Intel,2,DDR4 SDRAM,,,AC & Battery,1 Lithium Metal batteries required.,156 inches,1366 x 768,Intel HD Graphics 620,Intel,Shared,1 GB,802.11b/g,1,https://www.amazon.com/Dell-Inspiron-i3-7130U-Windows-Laptop/dp/B07GKZJ8CX/ref=sr_1_121?dchild=1&keywords=laptops&qid=1592921609&sr=8-121,PC,,1366x768,Integrated,,,,,,,,,
Lenovo,ThinkPad,E570,Windows 10,5.1 pounds,10.27 x 14.92 x 0.9 inches,10.27 x 14.92 x 0.9 inches,Black,Intel,2,SODIMM,,,AC & Battery,1 Lithium ion batteries required. (included),15.6 inches,1366 x 768,Intel HD Graphics 620,,Integrated,802.11ac,,,https://www.amazon.com/Port%C3%A1til-ThinkPad-E570-pantalla-Bluetooth/dp/B084YD8BPF/ref=sr_1_122?dchild=1&keywords=laptops&qid=1592921609&sr=8-122,PC,,1366x768,,2400 MHz,5 hours,,,,,,,
ASUS,C423NA,,Chrome OS,2.6 pounds,,,Silver,Intel,2,DDR4 SDRAM,,,AC & Battery,,14 inches,,,Intel,,802.11ac,2,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg8_1?ie=UTF8&adId=A05231232HF8M1VY6S7KN&url=%2FASUS-Chromebook-Display-Processor-Included%2Fdp%2FB07VC61685%2Fref%3Dsr_1_123_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921609%26sr%3D8-123-spons%26psc%3D1&qualifier=1592921608&id=8943885491620082&widgetName=sp_mtf,PC,,,,,,19.5 x 12 x 3 inches,,,,,,
ASUS,VivoBook 15,F512JA-AS34,Windows 10 S,3.75 pounds,14.1 x 9.1 x 0.8 inches,14.1 x 9.1 x 0.8 inches,,Intel,2,DDR4 SDRAM,,No Optical Drive,,1 Lithium ion batteries required. (included),15.6 inches,1920 x 1080 pixels,Intel UHD Graphics,Intel,Integrated,802.11ac,2,2,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg8_2?ie=UTF8&adId=A02222762Y2WKMJRLRBZK&url=%2FASUS-VivoBook-i3-1005G1-Fingerprint-F512JA-AS34%2Fdp%2FB0869L1326%2Fref%3Dsr_1_124_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921609%26sr%3D8-124-spons%26psc%3D1&qualifier=1592921608&id=8943885491620082&widgetName=sp_mtf,PC,128,1920 x 1080 pixels,8 GB,,,,,,,,,
MSI,GF65 THIN 9SD-252,GF65252,Windows 10 Home,4.1 pounds,14.13 x 9.99 x 0.85 inches,14.13 x 9.99 x 0.85 inches,,Intel,6,DDR4 SDRAM,,No Optical Drive,,,,,,NVIDIA,Dedicated,,,4,https://www.amazon.com/MSI-9SD-252-Gaming-i7-9750H-GTX1660Ti/dp/B0843H5ZXM/ref=sr_1_125?dchild=1&keywords=laptops&qid=1592921609&sr=8-125,,,,,2666 MHz,,,,,,,,
ASUS,ASUS Chromebook C423,C423NA-DH02,Chrome OS,3.1 pounds,12.7 x 9 x 0.6 inches,12.7 x 9 x 0.6 inches,,Intel,2,DDR4 SDRAM,5400 RPM,No Optical Drive,,2 C batteries required. (included),14 inches,1366 x 768 pixels,Intel HD Graphics 500,Intel,Integrated,802.11ac,,3,https://www.amazon.com/Chromebook-C423NA-DH02-NanoEdge-display-Processor/dp/B07HRZM2V4/ref=sr_1_126?dchild=1&keywords=laptops&qid=1592921609&sr=8-126,PC,32,,1 GB,2400 MHz,10 hours,,,120240 volts,,,,
Acer,Acer,Acer,Chrome OS,4.3 pounds,15.1 x 10.1 x 0.95 inches,15.1 x 10.1 x 0.95 inches,,Intel,2,DDR4 SDRAM,,,Battery Powered,,15.6 inches,1366 x 768,Intel HD Graphics 400,Intel,Integrated,802.11a,,,https://www.amazon.com/Acer-Chromebook-Premium-Celeron-MicroSD/dp/B088DJ5Q9M/ref=sr_1_127?dchild=1&keywords=laptops&qid=1592921609&sr=8-127,PC,,1366 x 768,,2.48 GHz,11 hours,,,,,,,
HP,14-DK,15-dy1024wm,Windows 10,3.75 pounds,14.1 x 9.5 x 0.7 inches,14.1 x 9.5 x 0.7 inches,,AMD,2,DDR4 SDRAM,,,Battery Powered,,15.6 inches,1366 x 768 pixels,AMD Radeon,Intel,,Bluetooth,,,https://www.amazon.com/Newest-HP-Widescreen-gigahertz-Windows/dp/B086SLNL81/ref=sr_1_128?dchild=1&keywords=laptops&qid=1592921609&sr=8-128,PC,,,,3.4 GHz,7 hours,,,,,,,
HP,EliteBook,EliteBook 8440p,Windows 10 Home 64 Bit-Multi-Language Supports English/Spanish/French,7.54 pounds,13.2 x 9.3 x 1.2 inches,13.2 x 9.3 x 1.2 inches,,Intel,2,DDR3 SDRAM,,,,1 Lithium ion batteries required. (included),14 inches,,Intel HD Integrated Graphics,Intel,Integrated,,,,https://www.amazon.com/HP-EliteBook-8440p-Business-Bit-Multi-Language/dp/B081VN7GQN/ref=sr_1_129?dchild=1&keywords=laptops&qid=1592921609&sr=8-129,PC,,,,,,,,,,,,
HP,HP,HP 15,Windows 10,4.8 pounds,9.53 x 14.11 x 0.71 inches,9.53 x 14.11 x 0.71 inches,,Intel,4,DDR4 SDRAM,,,AC & Battery,1 Lithium ion batteries required. (included),15.6 inches,1366x768,Intel UHD Graphics,Intel,,802.11ac,,,https://www.amazon.com/HP-15-6-inch-WLED-Backlit-Touchscreen-i5-1035G1/dp/B0829SYLTQ/ref=sr_1_130?dchild=1&keywords=laptops&qid=1592921609&sr=8-130,PC,512 GB,1366x768,,2666 MHz,,,,,,,,
SAMSUNG,XE501C13-S02US,XE501C13-S02US,Chrome OS,2.9 pounds,3.3 x 19 x 12 inches,3.3 x 19 x 12 inches,,Intel,4,DDR3 SDRAM,100 RPM,BD-R,Battery Powered,1 Lithium ion batteries required. (included),116 inches,1366 x 768,Intel,Intel,Integrated,Bluetooth,2,2,https://www.amazon.com/Samsung-Chromebook-11-6-inch-Celeron-Charcoal/dp/B081LK8WZM/ref=sr_1_131?dchild=1&keywords=laptops&qid=1592921609&sr=8-131,PC,32,1366x768,,,11 hours,,,,,,,
HP,HP,HP,Windows 10,3.24 pounds,12.75 x 8.85 x 0.7 inches,12.75 x 8.85 x 0.7 inches,Silver,Intel,4,DDR4 SDRAM,,,AC & Battery,1 Lithium Polymer batteries required. (included),14 inches,1366 x 768,Intel UHD Graphics,Intel,,802.11ac,,,https://www.amazon.com/HP-Business-Quad-Core-i5-1035G1-Bluetooth/dp/B07ZV8LQSC/ref=sr_1_132?dchild=1&keywords=laptops&qid=1592921609&sr=8-132,PC,256 GB,1366 x 768,,3.6 GHz,7 hours,,1.2 	MP	,,,,,
Lenovo,"ChromeBook Flex 5 13""",82B80006UX,Chrome OS,2.97 pounds,12.2 x 8.43 x 0.67 inches,12.2 x 8.43 x 0.67 inches,Graphite Grey,Intel,1,DDR4 SDRAM,7200 RPM,None,Battery Powered,1 Lithium Polymer batteries required. (included),13.3 inches,1920 x 1080 pixels,Intel Integrated Graphics,Intel,Integrated,802.11ax,,1,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg8_1?ie=UTF8&adId=A0222120CE6KVIPXXDFK&url=%2FLenovo-Chromebook-i3-10110U-Integrated-82B80006UX%2Fdp%2FB086383HC7%2Fref%3Dsr_1_133_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921609%26sr%3D8-133-spons%26psc%3D1&qualifier=1592921608&id=8943885491620082&widgetName=sp_btf,Chrome,64,,,,10 hours,,,,,,,
CHUWI,LapBook Pro,CHUWI LapBook Pro,Windows 10,3.15 pounds,9.7 x 6.27 x 0.4 inches,9.7 x 6.27 x 0.4 inches,Space Gray,Intel,1,DDR4 SDRAM,,,Battery,,14.1 inches,1920x1080 pixels,Intel® UHD Graphics 600,Intel,,802.11ac,,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg8_2?ie=UTF8&adId=A10395031EC6MKO84K0HI&url=%2FCHUWI-LapBook-Pro-Ultra-Slim-Gemini-Lake%2Fdp%2FB086PYGZ2X%2Fref%3Dsr_1_134_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921609%26sr%3D8-134-spons%26psc%3D1&qualifier=1592921608&id=8943885491620082&widgetName=sp_btf,PC,,1920x1080,,,8 hours,,,,,,,
Acer,CB3-431,NX.GC2AA.007-cr,Chrome OS,3.42 pounds,13.43 x 9.31 x 0.67 inches,13.43 x 9.31 x 0.67 inches,Sparkly Silver,Intel,4,Unknown,,,,1 Lithium Metal batteries required.,14 inches,1920 x 1080 pixels,Intel HD Graphics,Intel,Integrated,802.11a/b/g/n/ac,1,2,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg9_1?ie=UTF8&adId=A02455552PBR5CJHHST9N&url=%2FAcer-Chromebook-Aluminum-Quad-Core-CB3-431-C5FM%2Fdp%2FB07CTVDG1Q%2Fref%3Dsr_1_129_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921610%26sr%3D8-129-spons%26psc%3D1&qualifier=1592921610&id=4432664645496539&widgetName=sp_atf_next,Unknown,32 GB,,,2.24 GHz,12 hours,,,,,,,
LG,LG gram,17Z90N-R.AAS9U1,Windows 10 Home,2.98 pounds,15 x 10.3 x 0.7 inches,15 x 10.3 x 0.7 inches,,Intel,4,DDR4 SDRAM,,No Optical Drive,Battery Powered,2 Lithium ion batteries required. (included),17 inches,2560 x 1600,,Intel,Integrated,802.11ax,,3,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg9_2?ie=UTF8&adId=A07640421984WL8RZLH5B&url=%2FLG-Gram-Laptop-Battery-Thunderbolt%2Fdp%2FB082XQR86P%2Fref%3Dsr_1_130_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921610%26sr%3D8-130-spons%26psc%3D1&qualifier=1592921610&id=4432664645496539&widgetName=sp_atf_next,PC,16,,,,17 hours,,,,,,,
Dell,Dell Inspiron,Dell Inspiron,Windows 10,4.4 pounds,13.3 x 9.5 x 0.8 inches,13.3 x 9.5 x 0.8 inches,Black,Intel,4,DDR4 SDRAM,,,AC & Battery,1 Lithium ion batteries required. (included),14 inches,1366 x 768 pixels,Intel UHD Graphics,Intel,,802.11ac,,,https://www.amazon.com/Dell-Inspiron-i5-1035G4-generaci%C3%B3n-Bluetooth/dp/B084MJPF92/ref=sr_1_131?dchild=1&keywords=laptops&qid=1592921610&sr=8-131,PC,256 GB,1366 x 768,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,https://www.amazon.com/Port%C3%A1til-Latitude-E6440-pulgadas-i5-4300M/dp/B07GCS4YTY/ref=sr_1_132?dchild=1&keywords=laptops&qid=1592921610&sr=8-132,,,,,,,,,,,,,
Acer,Acer CB3-532 Chromebook,NX.GHJAA.002,Chrome OS,2.6 pounds,14.88 x 9.99 x 0.9 inches,14.88 x 9.99 x 0.9 inches,Black,Intel,2,DDR3 SDRAM,,No Optical Drive,Battery Powered,1 Lithium Metal batteries required.,15.6 inches,1366 x 768,Intel HD Graphics 400,Intel,Integrated,802.11ac,1,1,https://www.amazon.com/Acer-Chromebook-Dual-Core-12-Hours-Certified/dp/B07K5H16HX/ref=sr_1_133?dchild=1&keywords=laptops&qid=1592921610&sr=8-133,PC,16,,2 MB,1600 MHz,12 hours,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,https://www.amazon.com/HP-Fingerprint-Touchscreen-i7-8565U-13-aq0044nr/dp/B07PPDFFG9/ref=sr_1_134?dchild=1&keywords=laptops&qid=1592921610&sr=8-134,,,,,,,,,,,,,
Manjee,Nb15mj,nb15mj,Windows 10,3.57 pounds,14.65 x 9.53 x 0.9 inches,14.65 x 9.53 x 0.9 inches,Silver,Intel,4,DDR3 SDRAM,,,AC & Battery,,15.6 inches,1920x1080 pixels,1920x1080,,,802.11bgn,1,,https://www.amazon.com/Laptop-Computer-Notebook-Windows-Storage/dp/B087CBLGZW/ref=sr_1_135?dchild=1&keywords=laptops&qid=1592921610&sr=8-135,PC,,,,1.6 GHz,5 hours,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,https://www.amazon.com/YELLYOUTH-Netbook-Notebook-1-04Ghz-Windows/dp/B087PN6DL8/ref=sr_1_136?dchild=1&keywords=laptops&qid=1592921610&sr=8-136,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,https://www.amazon.com/Microsoft-Surface-Laptop-Intel-Platinum/dp/B07FCZ3HG7/ref=sr_1_137?dchild=1&keywords=laptops&qid=1592921610&sr=8-137,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,https://www.amazon.com/HP-Computer-802-11ac-Bluetooth-Graphics/dp/B082L4GBWC/ref=sr_1_138?dchild=1&keywords=laptops&qid=1592921610&sr=8-138,,,,,,,,,,,,,
CHUWI,LapBook Pro,CHUWI LapBook Pro,Windows 10,3.15 pounds,9.7 x 6.27 x 0.4 inches,9.7 x 6.27 x 0.4 inches,Space Gray,Intel,1,DDR4 SDRAM,,,Battery,,14.1 inches,1920x1080 pixels,Intel® UHD Graphics 600,Intel,,802.11ac,,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg9_1?ie=UTF8&adId=A10395031EC6MKO84K0HI&url=%2FCHUWI-LapBook-Pro-Ultra-Slim-Gemini-Lake%2Fdp%2FB086PYGZ2X%2Fref%3Dsr_1_139_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921610%26sr%3D8-139-spons%26psc%3D1&qualifier=1592921610&id=4432664645496539&widgetName=sp_mtf,PC,,1920x1080,,,8 hours,,,,,,,
ASUS,C423NA,,Chrome OS,2.6 pounds,,,Silver,Intel,2,DDR4 SDRAM,,,AC & Battery,,14 inches,,,Intel,,802.11ac,2,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg9_2?ie=UTF8&adId=A05231232HF8M1VY6S7KN&url=%2FASUS-Chromebook-Display-Processor-Included%2Fdp%2FB07VC61685%2Fref%3Dsr_1_140_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921610%26sr%3D8-140-spons%26psc%3D1&qualifier=1592921610&id=4432664645496539&widgetName=sp_mtf,PC,,,,,,19.5 x 12 x 3 inches,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,https://www.amazon.com/HP-2-1-Touch-Screen-Natural/dp/B0894YFTZM/ref=sr_1_141?dchild=1&keywords=laptops&qid=1592921610&sr=8-141,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,https://www.amazon.com/HP-14-Dual-Core-Processor-Bluetooth/dp/B07Q13XR2H/ref=sr_1_142?dchild=1&keywords=laptops&qid=1592921610&sr=8-142,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,https://www.amazon.com/HP-Performance-Touchscreen-Dual-Core-Processor/dp/B01MYT98MS/ref=sr_1_143?dchild=1&keywords=laptops&qid=1592921610&sr=8-143,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,https://www.amazon.com/Performance-HP-BrightView-WLED-Backlit-Quad-Core/dp/B07DT78VJJ/ref=sr_1_144?dchild=1&keywords=laptops&qid=1592921610&sr=8-144,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,https://www.amazon.com/Tech-no-Love-How-I-became-Laptop-ebook/dp/B08BL332BJ/ref=sr_1_145?dchild=1&keywords=laptops&qid=1592921610&sr=8-145,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,https://www.amazon.com/Lenovo-Legion-Y540-i7-9750H-Backlit/dp/B088TVZQC4/ref=sr_1_146?dchild=1&keywords=laptops&qid=1592921610&sr=8-146,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,https://www.amazon.com/HP-Dual-Core-A4-9120E-Processor-14-ds0040nr/dp/B07RVDHZCL/ref=sr_1_147?dchild=1&keywords=laptops&qid=1592921610&sr=8-147,,,,,,,,,,,,,
HP,HP,HP,Windows 10,6.6 pounds,,,Black,AMD,2,SDRAM,,,Battery Powered,1 Lithium Polymer batteries required.,15.6 inches,,AMD Radeon R4,Amd,Dedicated,802.11b/g,,,https://www.amazon.com/HP-Backlight-Premium-A6-9225-Ethernet/dp/B07JH1JHB9/ref=sr_1_148?dchild=1&keywords=laptops&qid=1592921610&sr=8-148,PC,1 TB,,,2.6 GHz,9 hours,22.4 x 13.4 x 2.9 inches,,,,,,
Lenovo,"IdeaPad 3 14""",81W0003QUS,Windows 10,3.3 pounds,12.88 x 9.49 x 0.78 inches,12.88 x 9.49 x 0.78 inches,Abyss Blye,AMD,1,DDR4 SDRAM,7200 RPM,None,Battery Powered,1 Lithium Polymer batteries required. (included),14 inches,1920 x 1080 pixels,AMD Integrated Graphics,AMD,Integrated,802.11ac,1,2,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg9_1?ie=UTF8&adId=A04052102LURNB4D4RAI6&url=%2FLenovo-IdeaPad-Processor-Graphics-81W0003QUS%2Fdp%2FB0862269YP%2Fref%3Dsr_1_149_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921610%26sr%3D8-149-spons%26psc%3D1&qualifier=1592921610&id=4432664645496539&widgetName=sp_btf,,,,,,,,,,,,,
ASUS,VivoBook 15,F512JA-AS34,Windows 10 S,3.75 pounds,14.1 x 9.1 x 0.8 inches,14.1 x 9.1 x 0.8 inches,,Intel,2,DDR4 SDRAM,,No Optical Drive,,1 Lithium ion batteries required. (included),15.6 inches,1920 x 1080 pixels,Intel UHD Graphics,Intel,Integrated,802.11ac,2,2,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg9_2?ie=UTF8&adId=A02222762Y2WKMJRLRBZK&url=%2FASUS-VivoBook-i3-1005G1-Fingerprint-F512JA-AS34%2Fdp%2FB0869L1326%2Fref%3Dsr_1_150_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921610%26sr%3D8-150-spons%26psc%3D1&qualifier=1592921610&id=4432664645496539&widgetName=sp_btf,PC,128,1920 x 1080 pixels,8 GB,,,,,,,,,
Lenovo,"IdeaPad 3 14""",81W0003QUS,Windows 10,3.3 pounds,12.88 x 9.49 x 0.78 inches,12.88 x 9.49 x 0.78 inches,Abyss Blye,AMD,1,DDR4 SDRAM,7200 RPM,None,Battery Powered,1 Lithium Polymer batteries required. (included),14 inches,1920 x 1080 pixels,AMD Integrated Graphics,AMD,Integrated,802.11ac,1,2,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg10_1?ie=UTF8&adId=A04052102LURNB4D4RAI6&url=%2FLenovo-IdeaPad-Processor-Graphics-81W0003QUS%2Fdp%2FB0862269YP%2Fref%3Dsr_1_145_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921612%26sr%3D8-145-spons%26psc%3D1&qualifier=1592921611&id=8732255909132739&widgetName=sp_atf_next,,,,,,,,,,,,,
Acer,CB3-431,NX.GC2AA.007-cr,Chrome OS,3.42 pounds,13.43 x 9.31 x 0.67 inches,13.43 x 9.31 x 0.67 inches,Sparkly Silver,Intel,4,Unknown,,,,1 Lithium Metal batteries required.,14 inches,1920 x 1080 pixels,Intel HD Graphics,Intel,Integrated,802.11a/b/g/n/ac,1,2,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg10_2?ie=UTF8&adId=A02455552PBR5CJHHST9N&url=%2FAcer-Chromebook-Aluminum-Quad-Core-CB3-431-C5FM%2Fdp%2FB07CTVDG1Q%2Fref%3Dsr_1_146_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921612%26sr%3D8-146-spons%26psc%3D1&qualifier=1592921611&id=8732255909132739&widgetName=sp_atf_next,Unknown,32 GB,,,2.24 GHz,12 hours,,,,,,,
