Brand Name,Series,Item model number,Operating System,Item Weight,Product Dimensions,Item Dimensions  L x W x H,Color,Processor Brand,Processor Count,Computer Memory Type,Hard Drive Rotational Speed,Optical Drive Type,Power Source,Batteries,Screen Size,Max Screen Resolution,Graphics Coprocessor,Chipset Brand,Card Description,Wireless Type,Number of USB 2.0 Ports,Number of USB 3.0 Ports,laptop_link,Hardware Platform,Flash Memory Size,Screen Resolution,Graphics Card Ram Size,Memory Speed,Average Battery Life (in hours),Package Dimensions,Rear Webcam Resolution,Voltage,Manufacturer,ASIN,Date First Available,National Stock Number
ASUS,ZenBook 15,UX534FTC-AS77,Windows 10 Home,3.6 pounds,13.9 x 8.7 x 0.7 inches,13.9 x 8.7 x 0.7 inches,,Intel,4,DDR3 SDRAM,,No Optical Drive,,1 Lithium ion batteries required. (included),15.6 inches,1920 x 1080 pixels,NVIDIA GeForce GTX 1650,NVIDIA,Dedicated,802.11ax,,3,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A02214402P75R530RD419&url=%2FASUS-i7-10510U-ScreenPad-Compatible-UX534FTC-AS77%2Fdp%2FB0869JVMLY%2Fref%3Dsr_1_53_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921602%26sr%3D8-53-spons%26psc%3D1&qualifier=1592921602&id=3110825685686809&widgetName=sp_btf,PC,512,4096 x 2160 pixels,4 GB,,,,,,,,,
LG,LG gram,15Z90N-R.AAS7U1,Windows 10 Home,4.34 pounds,18.4 x 8.9 x 0.7 inches,18.4 x 8.9 x 0.7 inches,,Intel,4,DDR4 SDRAM,,No Optical Drive,Battery Powered,2 Lithium ion batteries required. (included),15.6 inches,1920 x 1080,,Intel,Integrated,802.11ax,,3,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_2?ie=UTF8&adId=A07317512IY9DTKSHQECL&url=%2FLG-Gram-Laptop-Touchscreen-Thunderbolt%2Fdp%2FB082XRQFZ7%2Fref%3Dsr_1_54_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921602%26sr%3D8-54-spons%26psc%3D1&qualifier=1592921602&id=3110825685686809&widgetName=sp_btf,PC,8,,,,17 hours,,,,,,,
ASUS,VivoBook 15,F512JA-AS34,Windows 10 S,3.75 pounds,14.1 x 9.1 x 0.8 inches,14.1 x 9.1 x 0.8 inches,,Intel,2,DDR4 SDRAM,,No Optical Drive,,1 Lithium ion batteries required. (included),15.6 inches,1920 x 1080 pixels,Intel UHD Graphics,Intel,Integrated,802.11ac,2,2,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A02222762Y2WKMJRLRBZK&url=%2FASUS-VivoBook-i3-1005G1-Fingerprint-F512JA-AS34%2Fdp%2FB0869L1326%2Fref%3Dsr_1_49_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921603%26sr%3D8-49-spons%26psc%3D1&qualifier=1592921603&id=7476920705577007&widgetName=sp_atf_next,PC,128,1920 x 1080 pixels,8 GB,,,,,,,,,
Lenovo,"ChromeBook Flex 5 13""",82B80006UX,Chrome OS,2.97 pounds,12.2 x 8.43 x 0.67 inches,12.2 x 8.43 x 0.67 inches,Graphite Grey,Intel,1,DDR4 SDRAM,7200 RPM,None,Battery Powered,1 Lithium Polymer batteries required. (included),13.3 inches,1920 x 1080 pixels,Intel Integrated Graphics,Intel,Integrated,802.11ax,,1,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_2?ie=UTF8&adId=A0222120CE6KVIPXXDFK&url=%2FLenovo-Chromebook-i3-10110U-Integrated-82B80006UX%2Fdp%2FB086383HC7%2Fref%3Dsr_1_50_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921603%26sr%3D8-50-spons%26psc%3D1&qualifier=1592921603&id=7476920705577007&widgetName=sp_atf_next,Chrome,64,,,,10 hours,,,,,,,
HP,HP,HP,Windows 10 S,2.31 pounds,11.1 x 7.6 x 0.7 inches,11.1 x 7.6 x 0.7 inches,,Intel,4,DDR4 SDRAM,,,Battery Powered,,11.6 inches,1366 x 768,Intel HD Graphics,Intel,Integrated,Bluetooth,,,https://www.amazon.com/HP-Stream-Personal-Included-MicroSD/dp/B088K14CYL/ref=sr_1_51?dchild=1&keywords=laptops&qid=1592921603&sr=8-51,PC,,1366 x 768,,,12 hours,,,,,,,
Lenovo,Lenovo,ThinkPad T420,Windows 7 Professional,7.25 pounds,13.5 x 1.2 x 8.8 inches,13.5 x 1.2 x 8.8 inches,,Intel,1,DDR3 SDRAM,,,,1 Lithium ion batteries required. (included),14 inches,,Intel HD Graphics 4000,Intel,Integrated,802.11bgn,4,,https://www.amazon.com/Lenovo-Thinkpad-T420-Windows-Professional/dp/B00W4AMWCI/ref=sr_1_52?dchild=1&keywords=laptops&qid=1592921603&sr=8-52,PC,320 GB,,,3.2 GHz,,,,,,,,
SAMSUNG,Chromebook 4,XE310XBA-K02US,Chrome OS,4.99 pounds,11.33 x 7.96 x 0.66 inches,11.33 x 7.96 x 0.66 inches,,Intel,1,DDR4 SDRAM,,No Optical Drive,Battery Powered,1 Lithium ion batteries required. (included),11.6 inches,,,Intel,Integrated,801.11ac,,2,https://www.amazon.com/Samsung-Chromebook-Celeron-Processor-Gigabit/dp/B07XL4JHXR/ref=sr_1_53?dchild=1&keywords=laptops&qid=1592921603&sr=8-53,,,,,,,,,,,,,
HP,HP,14-CF0014DX,Windows 10,4.3 pounds,32.4 x 22.6 x 2 inches,32.4 x 22.6 x 2 inches,,Intel,2,DDR4 SDRAM,,No Optical Drive,,1 Lithium Metal batteries required. (included),14 inches,1366 x 768 pixels,2.4 GHz Intel Core i3,Allwinner,Integrated,802.11b/g,1,1,https://www.amazon.com/HP-2019-14-Laptop-14-CF0014DX/dp/B07KNLVRJ2/ref=sr_1_54?dchild=1&keywords=laptops&qid=1592921603&sr=8-54,PC,128,,,8 GHz,,,,,,,,
HP,HP EliteBook,Elitebook 840 G1,Windows 10 Pro,6 pounds,21 x 9 x 3 inches,21 x 9 x 3 inches,,Intel,2,DDR2 SDRAM,,No Optical Drive,Battery Powered,1 Lithium Polymer batteries required. (included),14 inches,,Intel HD Graphics 4400,Intel,Integrated,802.11ac,,3,https://www.amazon.com/HP-Elitebook-840-G1-LED-Backlit/dp/B07CSQDR4N/ref=sr_1_55?dchild=1&keywords=laptops&qid=1592921603&sr=8-55,PC,,,2 MB,2133 MHz,,,,,,,,
Acer,Acer-Spin11-64GB,Acer 145,Windows 10,3 pounds,11.6 x 7 x 0.9 inches,11.6 x 7 x 0.9 inches,Grey,Intel,2,DDR4 SDRAM,,No Optical Drive,Battery Powered,1 Lithium ion batteries required. (included),11.6 inches,1920 x 1080 pixels,Intel,Intel,Integrated,Bluetooth,,,https://www.amazon.com/Acer-Performance-Multi-Touch-Quad-core-Bluetooth/dp/B084H4NJDQ/ref=sr_1_56?dchild=1&keywords=laptops&qid=1592921603&sr=8-56,PC,64,1920x1080,2 MB,2.5 GHz,10 hours,,,,,,,
Lenovo,IdeaPad,S150,Windows 10,3.1 pounds,9.3 x 12.9 x 0.8 inches,9.3 x 12.9 x 0.8 inches,Silver,AMD,2,SODIMM,,No Optical Drive,AC & Battery,1 Lithium Metal batteries required. (included),14 inches,1366 x 768,AMD Radeon R4 Series,AMD,Integrated,802.11ac,,2,https://www.amazon.com/Lenovo-S150-81VS0001US-A6-9220e-Bluetooth/dp/B081ZGN8JQ/ref=sr_1_57?dchild=1&keywords=laptops&qid=1592921603&sr=8-57,PC,64,1366x768,2 MB,2400 MHz,5 hours,,,,,,,
Lenovo,Lenovo,Lenovo,Windows 10 S,3.09 pounds,12.9 x 9.3 x 0.8 inches,12.9 x 9.3 x 0.8 inches,,AMD,2,DDR4 SDRAM,,,Battery Powered,,14 inches,1366 x 768,AMD Radeon R4,AMD,Dedicated,Bluetooth,,,https://www.amazon.com/Lenovo-IdeaPad-A6-9220e-Personal-Included/dp/B088WBRB6W/ref=sr_1_58?dchild=1&keywords=laptops&qid=1592921603&sr=8-58,PC,64 GB,1366 x 768,,1.6 GHz,7 hours,,,,,,,
Lenovo,"IdeaPad 3 14""",81W0003QUS,Windows 10,3.3 pounds,12.88 x 9.49 x 0.78 inches,12.88 x 9.49 x 0.78 inches,Abyss Blye,AMD,1,DDR4 SDRAM,7200 RPM,None,Battery Powered,1 Lithium Polymer batteries required. (included),14 inches,1920 x 1080 pixels,AMD Integrated Graphics,AMD,Integrated,802.11ac,1,2,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A04052102LURNB4D4RAI6&url=%2FLenovo-IdeaPad-Processor-Graphics-81W0003QUS%2Fdp%2FB0862269YP%2Fref%3Dsr_1_59_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921603%26sr%3D8-59-spons%26psc%3D1&qualifier=1592921603&id=7476920705577007&widgetName=sp_mtf,,,,,,,,,,,,,
CHUWI,LapBook Pro,CHUWI LapBook Pro,Windows 10,3.15 pounds,9.7 x 6.27 x 0.4 inches,9.7 x 6.27 x 0.4 inches,Space Gray,Intel,1,DDR4 SDRAM,,,Battery,,14.1 inches,1920x1080 pixels,Intel® UHD Graphics 600,Intel,,802.11ac,,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_2?ie=UTF8&adId=A10395031EC6MKO84K0HI&url=%2FCHUWI-LapBook-Pro-Ultra-Slim-Gemini-Lake%2Fdp%2FB086PYGZ2X%2Fref%3Dsr_1_60_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921603%26sr%3D8-60-spons%26psc%3D1&qualifier=1592921603&id=7476920705577007&widgetName=sp_mtf,PC,,1920x1080,,,8 hours,,,,,,,
HP,Notebook,14-dk0736ms,Windows 10,3.33 pounds,12.76 x 8.9 x 0.78 inches,12.76 x 8.9 x 0.78 inches,,AMD,2,DDR DRAM,,,,1 Lithium ion batteries required. (included),14 inches,1366 x 768 lines_per_inch,AMD Radeon™ Vega 3 Graphics,,,Bluetooth,,,https://www.amazon.com/HP-Laptop-Ryzen-256GB-14-dk0736ms/dp/B086VZ7SWP/ref=sr_1_61?dchild=1&keywords=laptops&qid=1592921603&sr=8-61,PC,256 GB,,,3.5 GHz,,,,,,,,
HP,HP,3073,Windows 10 Home,4.25 pounds,14.24 x 9.67 x 0.7 inches,14.24 x 9.67 x 0.7 inches,,Intel,4,DDR4 SDRAM,,,Battery Powered,,15.6 inches,1920 x 1080,Intel Iris Plus Graphics,Intel,,Bluetooth,,,https://www.amazon.com/Pavilion-pulgadas-i7-1065G7-retroiluminado-Bluetooth/dp/B0826QKYPJ/ref=sr_1_62?dchild=1&keywords=laptops&qid=1592921603&sr=8-62,PC,1 TB,1920 x 1080,,3.9 GHz,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,https://www.amazon.com/Simone/dp/B07G9MTB5B/ref=sr_1_63?dchild=1&keywords=laptops&qid=1592921603&sr=8-63,,,,,,,,,,,,,
HP,HP,HP,Windows 10,5.25 pounds,16.33 x 10.72 x 0.96 inches,16.33 x 10.72 x 0.96 inches,Black,Intel,4,DDR4 SDRAM,,,AC & Battery,1 Lithium ion batteries required. (included),17.3 inches,1600 x 900 lines_per_inch,Intel UHD Graphics 620,Intel,Integrated,802.11bgn,,,https://www.amazon.com/HP-Performance-Quad-Core-i5-8265U-Windows/dp/B084LHZG9N/ref=sr_1_64?dchild=1&keywords=laptops&qid=1592921603&sr=8-64,PC,,1600 x 900,,3.9 GHz,7 hours,,1.2 	MP	,,,,,
Acer,SP314-53N-77AJ,SP314-53N-77AJ,Windows 10 Home,3.7 pounds,12.95 x 9.41 x 0.78 inches,12.95 x 9.41 x 0.78 inches,,Intel,4,Unknown,0.01 RPM,None,Battery Powered,1 Lithium ion batteries required. (included),14 inches,1920 x 1080,Intel UHD Graphics 620,Intel,Integrated,802.11ac,1,1,https://www.amazon.com/Acer-Convertible-Fingerprint-Rechargeable-SP314-53N-77AJ/dp/B07QXL8YCX/ref=sr_1_65?dchild=1&keywords=laptops&qid=1592921603&sr=8-65,,512,,2 MB,4.6 GHz,12 hours,,,,,,,
HP,Pavilion,Pavilion,Windows 10,4.08 pounds,14.24 x 9.67 x 0.7 inches,14.24 x 9.67 x 0.7 inches,Grey,Intel,4,DDR4 SDRAM,,,Battery Powered,,15.6 inches,1920 x 1080 pixels,Intel UHD Graphics,Intel,,802.11b,,,https://www.amazon.com/HP-Pavilion-Touchscreen-i5-1035G1-Wireless-AC/dp/B087SD98F4/ref=sr_1_66?dchild=1&keywords=laptops&qid=1592921603&sr=8-66,PC,512 GB,,,3.6 GHz,10 hours,,,,,,,
Dell,Dell Latitude,,Windows 10,3.3 pounds,15 x 19 x 5 inches,15 x 19 x 5 inches,,Intel,2,DDR4 SDRAM,,No Optical Drive,Battery Powered,1 Lithium Polymer batteries required. (included),14 inches,1366 x 768,Intel HD Graphics 520,Intel,Integrated,Infrared,,3,https://www.amazon.com/Dell-Latitude-i5-6300U-Certified-Refurbished/dp/B07GCRHS5V/ref=sr_1_67?dchild=1&keywords=laptops&qid=1592921603&sr=8-67,PC,256,,2 MB,,,,,,,,,
HP,Pavilion,6BS61UA,Windows 10,6 pounds,22 x 12 x 3 inches,22 x 12 x 3 inches,Red,Intel,1,DDR4 SDRAM,,No Optical Drive,Battery Powered,1 Lithium Metal batteries required. (included),15.6 inches,1366 x 768,Intel,Intel,Integrated,802.11ac,1,2,https://www.amazon.com/Pavilion-Intel-Pentium-Gold-4417U/dp/B07MVXDGTR/ref=sr_1_68?dchild=1&keywords=laptops&qid=1592921603&sr=8-68,PC,,1366x768,2 MB,2133 MHz,6 hours,,,,,,,
ASUS,ZenBook 15,UX534FTC-AS77,Windows 10 Home,3.6 pounds,13.9 x 8.7 x 0.7 inches,13.9 x 8.7 x 0.7 inches,,Intel,4,DDR3 SDRAM,,No Optical Drive,,1 Lithium ion batteries required. (included),15.6 inches,1920 x 1080 pixels,NVIDIA GeForce GTX 1650,NVIDIA,Dedicated,802.11ax,,3,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A02214402P75R530RD419&url=%2FASUS-i7-10510U-ScreenPad-Compatible-UX534FTC-AS77%2Fdp%2FB0869JVMLY%2Fref%3Dsr_1_69_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921603%26sr%3D8-69-spons%26psc%3D1&qualifier=1592921603&id=7476920705577007&widgetName=sp_btf,PC,512,4096 x 2160 pixels,4 GB,,,,,,,,,
LG,LG gram,17Z90N-R.AAS9U1,Windows 10 Home,2.98 pounds,15 x 10.3 x 0.7 inches,15 x 10.3 x 0.7 inches,,Intel,4,DDR4 SDRAM,,No Optical Drive,Battery Powered,2 Lithium ion batteries required. (included),17 inches,2560 x 1600,,Intel,Integrated,802.11ax,,3,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_2?ie=UTF8&adId=A07640421984WL8RZLH5B&url=%2FLG-Gram-Laptop-Battery-Thunderbolt%2Fdp%2FB082XQR86P%2Fref%3Dsr_1_70_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921603%26sr%3D8-70-spons%26psc%3D1&qualifier=1592921603&id=7476920705577007&widgetName=sp_btf,PC,16,,,,17 hours,,,,,,,
ASUS,C302CA-DH54,C302CA-DH54,Chrome OS,2.65 pounds,12 x 8.3 x 0.5 inches,12 x 8.3 x 0.5 inches,Silver,Intel,2,DDR3 SDRAM,10000 RPM,None,Battery Powered,1 Lithium Polymer batteries required. (included),12.5 inches,1920 x 1080 pixels,Intel HD Graphics,Intel,Integrated,802.11ac,,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A08805782FR78PGHSF879&url=%2FChromebook-C302CA-DH54-12-5-inch-Touchscreen-Convertible%2Fdp%2FB074VB8VT5%2Fref%3Dsr_1_65_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921604%26sr%3D8-65-spons%26psc%3D1&qualifier=1592921604&id=5013536580332865&widgetName=sp_atf_next,Unknown,64,,,,10 hours,,,19 volts,,,,
ASUS,ZenBook 15,UX534FTC-AS77,Windows 10 Home,3.6 pounds,13.9 x 8.7 x 0.7 inches,13.9 x 8.7 x 0.7 inches,,Intel,4,DDR3 SDRAM,,No Optical Drive,,1 Lithium ion batteries required. (included),15.6 inches,1920 x 1080 pixels,NVIDIA GeForce GTX 1650,NVIDIA,Dedicated,802.11ax,,3,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_2?ie=UTF8&adId=A02214402P75R530RD419&url=%2FASUS-i7-10510U-ScreenPad-Compatible-UX534FTC-AS77%2Fdp%2FB0869JVMLY%2Fref%3Dsr_1_66_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921604%26sr%3D8-66-spons%26psc%3D1&qualifier=1592921604&id=5013536580332865&widgetName=sp_atf_next,PC,512,4096 x 2160 pixels,4 GB,,,,,,,,,
HP,Notebook,14-dk0736ms,Windows 10,3.33 pounds,12.76 x 8.9 x 0.78 inches,12.76 x 8.9 x 0.78 inches,,AMD,2,DDR DRAM,,,,1 Lithium ion batteries required. (included),14 inches,1366 x 768 lines_per_inch,AMD Radeon™ Vega 3 Graphics,,,Bluetooth,,,https://www.amazon.com/HP-Laptop-Ryzen-256GB-14-dk0736ms/dp/B086VZ7SWP/ref=sr_1_67?dchild=1&keywords=laptops&qid=1592921604&sr=8-67,PC,256 GB,,,3.5 GHz,,,,,,,,
HP,HP,3073,Windows 10 Home,4.25 pounds,14.24 x 9.67 x 0.7 inches,14.24 x 9.67 x 0.7 inches,,Intel,4,DDR4 SDRAM,,,Battery Powered,,15.6 inches,1920 x 1080,Intel Iris Plus Graphics,Intel,,Bluetooth,,,https://www.amazon.com/Pavilion-pulgadas-i7-1065G7-retroiluminado-Bluetooth/dp/B0826QKYPJ/ref=sr_1_68?dchild=1&keywords=laptops&qid=1592921604&sr=8-68,PC,1 TB,1920 x 1080,,3.9 GHz,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,https://www.amazon.com/Laptops-Seniors-Dummies-Nancy-Muir/dp/1119420261/ref=sr_1_69?dchild=1&keywords=laptops&qid=1592921604&sr=8-69,,,,,,,,,,,,,
HP,HP,HP,Windows 10,5.25 pounds,16.33 x 10.72 x 0.96 inches,16.33 x 10.72 x 0.96 inches,Black,Intel,4,DDR4 SDRAM,,,AC & Battery,1 Lithium ion batteries required. (included),17.3 inches,1600 x 900 lines_per_inch,Intel UHD Graphics 620,Intel,Integrated,802.11bgn,,,https://www.amazon.com/HP-Performance-Quad-Core-i5-8265U-Windows/dp/B084LHZG9N/ref=sr_1_70?dchild=1&keywords=laptops&qid=1592921604&sr=8-70,PC,,1600 x 900,,3.9 GHz,7 hours,,1.2 	MP	,,,,,
Acer,SP314-53N-77AJ,SP314-53N-77AJ,Windows 10 Home,3.7 pounds,12.95 x 9.41 x 0.78 inches,12.95 x 9.41 x 0.78 inches,,Intel,4,Unknown,0.01 RPM,None,Battery Powered,1 Lithium ion batteries required. (included),14 inches,1920 x 1080,Intel UHD Graphics 620,Intel,Integrated,802.11ac,1,1,https://www.amazon.com/Acer-Convertible-Fingerprint-Rechargeable-SP314-53N-77AJ/dp/B07QXL8YCX/ref=sr_1_71?dchild=1&keywords=laptops&qid=1592921604&sr=8-71,,512,,2 MB,4.6 GHz,12 hours,,,,,,,
HP,Pavilion,Pavilion,Windows 10,4.08 pounds,14.24 x 9.67 x 0.7 inches,14.24 x 9.67 x 0.7 inches,Grey,Intel,4,DDR4 SDRAM,,,Battery Powered,,15.6 inches,1920 x 1080 pixels,Intel UHD Graphics,Intel,,802.11b,,,https://www.amazon.com/HP-Pavilion-Touchscreen-i5-1035G1-Wireless-AC/dp/B087SD98F4/ref=sr_1_72?dchild=1&keywords=laptops&qid=1592921604&sr=8-72,PC,512 GB,,,3.6 GHz,10 hours,,,,,,,
Dell,Dell Latitude,NB-DL-LATITUDE_E6430-NB-i5-2.6-4-128SSD-,Windows 10 Pro,1.6 ounces,17 x 4 x 12 inches,17 x 4 x 12 inches,,Intel,2,DDR3 SDRAM,,,,1 Lithium ion batteries required. (included),14.1 inches,,Intel HD Graphics 3000,Intel,Integrated,802.11bgn,,,https://www.amazon.com/Dell-Latitude-14-1-Inch-Professional-Refurbished/dp/B00VKL0I96/ref=sr_1_73?dchild=1&keywords=laptops&qid=1592921604&sr=8-73,PC,128 GB,,,2.5 GHz,,,,,,,,
Dell,Dell Latitude,,Windows 10,3.3 pounds,15 x 19 x 5 inches,15 x 19 x 5 inches,,Intel,2,DDR4 SDRAM,,No Optical Drive,Battery Powered,1 Lithium Polymer batteries required. (included),14 inches,1366 x 768,Intel HD Graphics 520,Intel,Integrated,Infrared,,3,https://www.amazon.com/Dell-Latitude-i5-6300U-Certified-Refurbished/dp/B07GCRHS5V/ref=sr_1_74?dchild=1&keywords=laptops&qid=1592921604&sr=8-74,PC,256,,2 MB,,,,,,,,,
Lenovo,"IdeaPad 3 14""",81W0003QUS,Windows 10,3.3 pounds,12.88 x 9.49 x 0.78 inches,12.88 x 9.49 x 0.78 inches,Abyss Blye,AMD,1,DDR4 SDRAM,7200 RPM,None,Battery Powered,1 Lithium Polymer batteries required. (included),14 inches,1920 x 1080 pixels,AMD Integrated Graphics,AMD,Integrated,802.11ac,1,2,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A04052102LURNB4D4RAI6&url=%2Fordenador-port%25C3%25A1til-procesador-Graphics-81W0003QUS%2Fdp%2FB0862269YP%2Fref%3Dsr_1_75_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921604%26sr%3D8-75-spons%26psc%3D1&qualifier=1592921604&id=5013536580332865&widgetName=sp_mtf,,,,,,,,,,,,,
ASUS,VivoBook 15,F512JA-AS34,Windows 10 S,3.75 pounds,14.1 x 9.1 x 0.8 inches,14.1 x 9.1 x 0.8 inches,,Intel,2,DDR4 SDRAM,,No Optical Drive,,1 Lithium ion batteries required. (included),15.6 inches,1920 x 1080 pixels,Intel UHD Graphics,Intel,Integrated,802.11ac,2,2,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_2?ie=UTF8&adId=A02222762Y2WKMJRLRBZK&url=%2FASUS-VivoBook-i3-1005G1-Fingerprint-F512JA-AS34%2Fdp%2FB0869L1326%2Fref%3Dsr_1_76_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1592921604%26sr%3D8-76-spons%26psc%3D1&qualifier=1592921604&id=5013536580332865&widgetName=sp_mtf,PC,128,1920 x 1080 pixels,8 GB,,,,,,,,,
HP,Pavilion,6BS61UA,Windows 10,6 pounds,22 x 12 x 3 inches,22 x 12 x 3 inches,Red,Intel,1,DDR4 SDRAM,,No Optical Drive,Battery Powered,1 Lithium Metal batteries required. (included),15.6 inches,1366 x 768,Intel,Intel,Integrated,802.11ac,1,2,https://www.amazon.com/Pavilion-Intel-Pentium-Gold-4417U/dp/B07MVXDGTR/ref=sr_1_77?dchild=1&keywords=laptops&qid=1592921604&sr=8-77,PC,,1366x768,2 MB,2133 MHz,6 hours,,,,,,,
HP,DQ0953CL,DQ0953CL,Windows 10,3.5 pounds,14.13 x 8.44 x 0.81 inches,14.13 x 8.44 x 0.81 inches,,Intel,4,DDR4 SDRAM,,No Optical Drive,Corded-Electric,1 Lithium ion batteries required.,15.6 inches,1366 x 768,Intel UHD Graphics 620,Intel,Integrated,802.11bgn,,,https://www.amazon.com/HP-Pavilion-Touchscreen-i5-8265U-Bluetooth/dp/B081K6MCL3/ref=sr_1_78?dchild=1&keywords=laptops&qid=1592921604&sr=8-78,PC,512,1366x768,2 MB,2400 MHz,10 hours,,900 	MP	,,,,,
HP,14-cb159nr,8MB46UA#ABA,Windows 10,4.54 pounds,,,,Intel,2,SDRAM,,No Optical Drive,Battery Powered,1 Lithium ion batteries required. (included),14 inches,1366 x 768,,Intel,Integrated,802.11ac,1,,https://www.amazon.com/HP-14-inch-Celeron-Windows-14-cb159nr/dp/B07WMDV7CW/ref=sr_1_79?dchild=1&keywords=laptops&qid=1592921604&sr=8-79,,64,,,2400 MHz,14 hours,17.7 x 12 x 2.5 inches,,,,,,
Lenovo,Lenovoideapad,Lenovo Ideapad,Windows 10,5.3 pounds,12.91 x 8.85 x 0.69 inches,12.91 x 8.85 x 0.69 inches,,AMD,2,DDR4 SDRAM,5400 RPM,No Optical Drive,AC & Battery,1 Lithium Polymer batteries required. (included),14 inches,1920 x 1080,AMD,Amd,Integrated,802.11ac,,2,https://www.amazon.com/Newest_Lenovo-Anti-Glare-Display-A6-9220C-Bluetooth/dp/B0813X8RYW/ref=sr_1_80?dchild=1&keywords=laptops&qid=1592921604&sr=8-80,PC,64,1920x1080,2 MB,,10 hours,,,,,,,
Dell,Dell Inspiron,I3583-3756BLK-PUS,Windows 10,1.9 pounds,13 x 19.4 x 3 inches,13 x 19.4 x 3 inches,,Intel,2,DDR4 SDRAM,5400 RPM,No Optical Drive,,1 Lithium Polymer batteries required. (included),15.6 inches,1366 x 768 pixels,AMD Radeon R7,Intel,Integrated,8 GB,802.11bgn,1,https://www.amazon.com/Dell-Inspiron-15-Touchscreen-Bluetooth/dp/B07SZC4Z2Y/ref=sr_1_81?dchild=1&keywords=laptops&qid=1592921604&sr=8-81,PC,128,,Dedicated,2400 MHz,,,,,,,,1
HP,7MP91UA,7MP91UA,Windows 10,3.4 pounds,12.76 x 8.89 x 0.78 inches,12.76 x 8.89 x 0.78 inches,Silver,Intel,2,DDR SDRAM,,No Optical Drive,Battery Powered,1 Lithium ion batteries required. (included),14 inches,1366 x 768,Intel® UHD Graphics 600,Intel,Integrated,802.11ac,1,1,https://www.amazon.com/HP-Windows-Microsoft-14-14-99-7MP91UA/dp/B08259C169/ref=sr_1_82?dchild=1&keywords=laptops&qid=1592921604&sr=8-82,PC,64,1366 x 768,,2400 MHz,,,,,,,,
Lenovo,Lenovo 330-15AST,Ideapad 330 15,Windows 10,4.8 pounds,15.6 x 10.24 x 0.98 inches,15.6 x 10.24 x 0.98 inches,,AMD,2,DDR4 SDRAM,,DVD-RW,AC & Battery,1 Lithium ion batteries required. (included),14 inches,1366 x 768,AMD Radeon R5 Graphic,Intel,Integrated,Bluetooth,,2,https://www.amazon.com/Lenovo-Ideapad-330-Premium-Business/dp/B07VBJXBG3/ref=sr_1_83?dchild=1&keywords=laptops&qid=1592921604&sr=8-83,PC,256,1366x768,,2133 MHz,,,,,,,,
Lenovo,Lenovo IdeaPad S145 Celeron 4205U,"Lenovo IdeaPad 1 14"" Laptop A6",Windows 10,3.09 pounds,12.9 x 9.3 x 0.78 inches,12.9 x 9.3 x 0.78 inches,Platinum Gray,Intel,2,DDR4 SDRAM,,,AC & Battery,,14.9 inches,1366x768 pixels,AMD Radeon R4 graphics,AMD,,802.11a,,,https://www.amazon.com/Lenovo-IdeaPad-14-0-inch-Laptop-Bluetooth/dp/B088LDY699/ref=sr_1_84?dchild=1&keywords=laptops&qid=1592921604&sr=8-84,PC,64 GB,1366x768,,1.6 GHz,8 hours,,,,,,,
